,listing_type,property_name,society,price,per_sqft,bedroom,bathroom,configuration,area,area_with_type,area_type,floor_number,facing,age_possession,furnish_details,balcony,additional_rooms,features,description,address,location,nearby_location
1043,Individual,"3 BHK Flat in Sector 37D, Gurgaon","3 BHK Flat in Sector 37D, Gurgaon",₹1.45 Cr,"₹8,841 /sqft",3.0,3.0,3 BHK,1640.0,"1,640 sqft",Carpet,2nd floor,North-East,Ready To Move,,3.0,,,"The flat is north-East-Facing. The flat occupies a carpet area of 1640 sq.Ft. That consists of 3 bedrooms, 3 bathrooms and 3 balconies. This flat is situated on the 2nd floor of this 4 floors tall residential building. This 0-1 year old property is available for immediate possession as the project is ready to move. The marble flooring of this flat is beautifully designed and helps to give it a ...",Signature Global City,Signature Global City,North-East Facing Newly Constructed
1044,Individual,"2 BHK Flat in Sohna, Gurgaon","2 BHK Flat in Sohna, Gurgaon",₹75 Lac,"₹10,067 /sqft",2.0,2.0,2 BHK,745.0,745 sqft,Super Built-up,,,Ready To Move,,,,,Premium property with good potentially return. At prime location .,Signature Global Park,Signature Global Park,
1045,Individual,"3 BHK Flat in Sector 89, Gurgaon","3 BHK Flat in Sector 89, Gurgaon",₹1.58 Cr,"₹8,272 /sqft",3.0,3.0,3 BHK,1910.0,"1,910 sqft",Super Built-up,14 floor,East,Ready To Move,,3.0,,,"Greenopolis is one of gurgaon's most sought after destination for apartments and this 3 bhk flat in sector 89 gurgaon is your opportunity to be a part of this community. The flat is east-Facing. Containing 3 bedroom(s), 3 bathrooms and 3 balconies, this flat is spread over a super built up area of 1910 sq.Ft. The flat has a total of 14 floors and this property is situated on 7th floor. This 0-1...",Greenopolis,Greenopolis,East Facing Yasho bhumi Nearby
1046,Individual,"2 BHK Flat in Sector 62, Gurgaon","2 BHK Flat in Sector 62, Gurgaon",₹3.4 Cr,"₹22,542 /sqft",2.0,2.0,2 BHK,1508.0,"1,508 sqft",Super Built-up,32 floor,West,Ready To Move,,3.0,,,"This lovely 2 bhk apartment/flat in sector 62 gurgaon is available for sale in one of gurgaon's most popular projects, emaar digihomes. The flat is north-West-Facing. Constructed on a super built up area of 1508 sq.Ft., the flat comprises 2 bedroom(s), 2 bathrooms and more than 3 balconies. The residential building has 32 floors in total and the flat for sale is located on the 15th floor. This ...",Emaar Digihomes,Emaar Digihomes,
1047,Individual,"4 BHK Flat in Sector 102, Gurgaon","4 BHK Flat in Sector 102, Gurgaon",₹3.13 Cr,"₹14,437 /sqft",4.0,4.0,4 BHK,2168.0,"2,168 sqft",Built-up,26 floor,East,Ready To Move,,3.0,,,"Looking for a 4 bhk property for sale in gurgaon? Buy this 4 bhk flat in shapoorji pallonji joyville gurugram that is situated in sector 102 gurgaon. The flat is facing the east direction. Containing 4 bedroom(s), 4 bathrooms and 3 balconies, this flat is spread over a built up area of 2168 sq.Ft. The flat has a total of 26 floors and this property is situated on 21st floor. This is a ready to ...",Shapoorji Pallonji Joyville Gurugram,Shapoorji Pallonji Joyville Gurugram,East Facing Newly Constructed
1048,Individual,"3 BHK Flat in Sohna, Gurgaon","3 BHK Flat in Sohna, Gurgaon",₹1.4 Cr,"₹12,950 /sqft",3.0,3.0,3 BHK,1081.0,"1,081 sqft",Carpet,,,Ready To Move,,,,,"Its a second-Floor flat in signature global park 5 that is open on both sides (I.E., has dual-Side ventilation) includes:",Signature Global Park,Signature Global Park,
1049,Individual,"3 BHK Flat in Sector 84, Gurgaon","3 BHK Flat in Sector 84, Gurgaon",₹2.24 Cr,"₹7,692 /sqft",3.0,3.0,3 BHK,2275.0,"2,275 sqft",Super Built-up,,,Ready To Move,,,,"Power Backup, Garden",Multiple flats available in all sizes. Call growth realtech. Keys in hand,Spaze Privy AT4,Spaze Privy AT4,Private Garden Full Power Backup
1050,Individual,"4 BHK Flat in Sector 65, Gurgaon","4 BHK Flat in Sector 65, Gurgaon",₹17.5 Cr,"₹27,624 /sqft",4.0,5.0,4 BHK,6335.0,"6,335 sqft",Super Built-up,,East,Ready To Move,,,,,"St andrews, sector 65, gurgaon M3m golf estate is located on extension road, sector 65, gurgaon. No one knows golf estate like we do! Golf estate is one of its own kind on a 60 acres land with a golf course. It offers a golf resort style luxury living. Golf estate has 860 units in 3bhk, 4bhk, 5bhk, penthouses configurations with various asset classes like panorama suites, st andrews, polo suits...",M3M Golfestate,M3M Golfestate,East Facing Gated Society
1051,Individual,"3 BHK Flat in Sector 89, Gurgaon","3 BHK Flat in Sector 89, Gurgaon",₹4.6 Cr,"₹20,909 /sqft",3.0,3.0,3 BHK,2200.0,"2,200 sqft",Super Built-up,35 floor,North,Under Construction,,3.0,,,"The flat is north-Facing. The flat occupies a super built up area of 2200 sq.Ft. That consists of 3 bedrooms, 3 bathrooms and 3 balconies. The flat has a total of 35 floors and this property is situated on 31st floor. Moreover, the flat is currently under construction and possession is expected by december 2028. The floor of this flat is beautifully designed using marble flooring, giving the fl...",Godrej Zenith,Godrej Zenith,North Facing
1052,Individual,"2 BHK Flat in Sector-33 Sohna, Gurgaon","2 BHK Flat in Sector-33 Sohna, Gurgaon",₹1.45 Cr,"₹10,469 /sqft",2.0,2.0,2 BHK,1385.0,"1,385 sqft",Carpet,,East,Ready To Move,,3.0,,,"This residential flat is north-East-Facing direction. The flat is over 1385 sq.Ft. Carpet area and comes with 2 bedroom(s), 2 bathrooms and more than 3 balconies. This flat lies on the 4th level of a 24 storey building. An added advantage of this 0-1 year old flat is that it is available for immediate possession as the project is already ready to move. The mosaic flooring of this flat is beauti...",Godrej Nature Plus,Godrej Nature Plus,
1053,Individual,"3 BHK Flat in Sector 37C, Gurgaon","3 BHK Flat in Sector 37C, Gurgaon",₹1.68 Cr,"₹10,500 /sqft",3.0,4.0,3 BHK,1820.0,"1,820 sqft",Super Built-up,25 floor,North-East,Ready To Move,,3.0,,,"Ild grand is one of gurgaon's most sought after destination for apartments and this 3 bhk flat in sector 37c gurgaon is your opportunity to be a part of this community. This residential flat is north-East-Facing direction. The flat is over 1820 sq.Ft. Super built up area and comes with 3 bedroom(s), 3 bathrooms and 3 balconies. The flat has a total of 25 floors and this property is situated on ...",ILD Grand,ILD Grand,North-East Facing Alpine school within 500m
1054,Individual,"3 BHK Flat in Sector 84, Gurgaon","3 BHK Flat in Sector 84, Gurgaon",₹1.9 Cr,"₹9,906 /sqft",3.0,4.0,3 BHK,1918.0,"1,918 sqft",Super Built-up,,North-East,Ready To Move,,,,,Very nice location near by dwarka expressway,Spaze Privy AT4,Spaze Privy AT4,North-East Facing Gated Society
1055,Individual,"3 BHK Flat in Sector 89, Gurgaon","3 BHK Flat in Sector 89, Gurgaon",₹1.55 Cr,"₹8,115 /sqft",3.0,4.0,3 BHK,1910.0,"1,910 sqft",Super Built-up,10th floor,East,Ready To Move,,3.0,,,"The flat is north-East-Facing. The flat is over 1910 sq.Ft. Super built up area and comes with 3 bedroom(s), 4 bathrooms and 3 balconies. This flat is situated on the 10th floor of this 14 floors tall residential building. This 1-5 years old property is available for immediate possession as the project is ready to move. The flat comes well built with wood flooring options. Proximity to landmark...",Greenopolis,Greenopolis,
1056,Individual,"4 BHK Flat in Sector 93, Gurgaon","4 BHK Flat in Sector 93, Gurgaon",₹2.65 Cr,"₹9,717 /sqft",4.0,3.0,4 BHK,2727.0,"2,727 sqft",Super Built-up,,East,Ready To Move,,3.0,,Garden,"Situated in sector 93 gurgaon, spaze privvy the address is a well planned society that offers a pleasant living experience to its residents. This 4 bhk flat in gurgaon is your opportunity to be a part of this community. The flat is east-Facing. The flat occupies a super built up area of 2727 sq.Ft. That consists of 4 bedrooms, 3 bathrooms and 3 balconies. The property is located on the 1st floo...",Spaze Privvy The Address,Spaze Privvy The Address,East Facing Private Garden
1057,Individual,"4 BHK Flat in Sector 49, Gurgaon","4 BHK Flat in Sector 49, Gurgaon",₹6 Cr,"₹18,181 /sqft",4.0,5.0,4 BHK,3300.0,"3,300 sqft",Super Built-up,17 floor,East,Ready To Move,,3.0,,Garden,"This beautiful 4 bhk flat in sector 49 gurgaon is situated in vatika city, one of the popular residential society in gurgaon. This residential flat is east-Facing direction. Containing 4 bedroom(s), 5 bathrooms and 3 balconies, this flat is spread over a super built up area of 3300 sq.Ft. The flat has a total of 17 floors and this property is situated on 8th floor. This 5-10 years old property ...",Vatika City,Vatika City,East Facing Private Garden
1058,Individual,"3 BHK Flat in Sector 48, Gurgaon","3 BHK Flat in Sector 48, Gurgaon",₹5 Cr,"₹26,752 /sqft",3.0,4.0,3 BHK,1869.0,"1,869 sqft",Super Built-up,17 floor,East,Ready To Move,,3.0,,,"This lovely 3 bhk apartment/flat in sector 48 gurgaon is available for sale in one of gurgaon's most popular projects, central park resorts. The flat is east-Facing. The flat is over 1869 sq.Ft. Super built up area and comes with 3 bedroom(s), 4 bathrooms and more than 3 balconies. The flat has a total of 17 floors and this property is situated on 10th floor. Being a ready to move project, you ...",Central Park Resorts,Central Park Resorts,East Facing Millennium Nearby
1061,Individual,"3 BHK Flat in Sector 70, Gurgaon","3 BHK Flat in Sector 70, Gurgaon",₹2.5 Cr,"₹12,820 /sqft",3.0,4.0,3 BHK,1950.0,"1,950 sqft",Super Built-up,,East,Ready To Move,,,Servant Room,"Parking, Power Backup, Swimming Pool, Gym, Garden","Shree vardhman victoria confirmed unit available for sale area 1950 sqft. 3bhk+servant room. This unit available on middle floor and park facing unit. Excellent wooden work, modular kitchen, light, fan, geyser and air condition. There are all modern facility available in this apartment like that 100% power backup, swimming pool, club, gym, green park, basement covered car parking, 24*7 hour sec...",Shree Vardhman Victoria,Shree Vardhman Victoria,East Facing Private Garden
1062,Individual,"2 BHK Flat in Sector 67, Gurgaon","2 BHK Flat in Sector 67, Gurgaon",₹2.9 Cr,"₹20,209 /sqft",2.0,2.0,2 BHK,1435.0,"1,435 sqft",Super Built-up,,,Ready To Move,,,,,,Ireo Victory Valley,Ireo Victory Valley,
1063,Individual,"3 BHK Flat in Sector 83, Gurgaon","3 BHK Flat in Sector 83, Gurgaon",₹2.15 Cr,"₹12,500 /sqft",3.0,3.0,3 BHK,1720.0,"1,720 sqft",Super Built-up,,East,Ready To Move,,,,"Swimming Pool, Gym, Garden, Play Area, Badminton Court","Available for sale ready to move apartment in emaar palm garden sector 83 gurgaon haryana. 1720 sq.Ft 3bhk flat. All amenities in this society swimming pool, pool table, gym, park, yoga, badminton court, basketball court, tt room, kid's play area etc. Prime location nh8 and dwarka expressway. Nearby school, hospital, mall and market. Best deal call for more details.",Emaar Palm Gardens,Emaar Palm Gardens,East Facing Private Garden
1064,Individual,"3 BHK Flat in Sector 102, Gurgaon","3 BHK Flat in Sector 102, Gurgaon",₹2.8 Cr,"₹14,822 /sqft",3.0,3.0,3 BHK,1889.0,"1,889 sqft",Super Built-up,24 floor,North-East,Ready To Move,,3.0,,,"This 3 bhk flat is located in adani m2k oyster grande, which houses some of the most spacious flats in sector 102 gurgaon. This residential flat is north-East-Facing direction. The floor plan additionally contains 3 bedroom(s), 3 bathrooms and 3 balconies. All in all, the flat is spread over a super built up area of 1889 sq.Ft. The residential building has 24 floors in total and the flat for sa...",Adani M2K Oyster Grande,Adani M2K Oyster Grande,North-East Facing Gated Society
1065,Individual,"3 BHK Flat in Sector 102, Gurgaon","3 BHK Flat in Sector 102, Gurgaon",₹2.85 Cr,"₹15,388 /sqft",3.0,3.0,3 BHK,1852.0,"1,852 sqft",Super Built-up,26 floor,North-East,Ready To Move,,3.0,,,"This property faces the north-East direction. Containing 3 bedroom(s), 3 bathrooms and 3 balconies, this flat is spread over a super built up area of 1852 sq.Ft. The residential building has 26 floors in total and the flat for sale is located on the 10th floor. This 0-1 year old property is available for immediate possession as the project is ready to move. The flat comes well built with wood f...",Shapoorji Pallonji Joyville Gurugram,Shapoorji Pallonji Joyville Gurugram,North-East Facing DPS within 500m
1066,Individual,"2 BHK Flat in Sector 102, Gurgaon","2 BHK Flat in Sector 102, Gurgaon",₹2.15 Cr,"₹15,820 /sqft",2.0,2.0,2 BHK,1359.0,"1,359 sqft",Super Built-up,6th floor,North-East,Ready To Move,,2.0,,,"This is a north-East-Facing property. Constructed on a super built up area of 1359 sq.Ft., the flat comprises 2 bedroom(s), 2 bathrooms and 2 balconies. The property is located on the 6th floor of a 14 floors tall building. As the project is already ready to move, so you can easily move into this 0-1 year old property. The wood flooring of this flat is beautifully designed and helps to give it ...",Shapoorji Pallonji Joyville Gurugram,Shapoorji Pallonji Joyville Gurugram,North-East Facing DPS within 500m
1067,Individual,"4 BHK Flat in Sector 60, Gurgaon","4 BHK Flat in Sector 60, Gurgaon",₹9.49 Cr,"₹20,408 /sqft",4.0,6.0,4 BHK,4900.0,"4,900 sqft",Super Built-up,,,Ready To Move,,,,,Brand new penthouse Ireo skyon Size 4900 sqft 4bhk + lounge + deck + servant quarter Best views and vaastu complaint,Ireo Skyon,Ireo Skyon,
1068,Individual,"3 BHK Flat in Sector 104, Gurgaon","3 BHK Flat in Sector 104, Gurgaon",₹2.88 Cr,"₹12,576 /sqft",3.0,4.0,3 BHK,2290.0,"2,290 sqft",Super Built-up,27 floor,West,Ready To Move,,3.0,,,"This beautiful 3 bhk flat in sector 104 gurgaon is situated in ats triumph, one of the popular residential society in gurgaon. The flat is facing the north-West direction. Constructed on a super built up area of 2290 sq.Ft., the flat comprises 3 bedroom(s), 4 bathrooms and 3 balconies. The flat has a total of 27 floors and this property is situated on 20th floor. Being a ready to move project, ...",ATS Triumph,ATS Triumph,Gated Society Overlooking Park
1069,Individual,"3 BHK Flat in Sector 85, Gurgaon","3 BHK Flat in Sector 85, Gurgaon",₹1.31 Cr,"₹10,480 /sqft",3.0,3.0,3 BHK,1475.0,"1,475 sqft",Super Built-up,6th floor,West,Ready To Move,,2.0,,Garden,"This 3 bhk apartment is available for sale in orris carnation residency, one of the most prominent projects for flats in sector 85 gurgaon. This property faces the north-West direction. Containing 3 bedroom(s), 3 bathrooms and 2 balconies, this flat is spread over a super built up area of 1475 sq.Ft. The property is located on the 6th floor of a 12 floors tall building. Being a ready to move pr...",Orris Carnation Residency,Orris Carnation Residency,Private Garden St. Andrew's international within 250m
1070,Individual,"2 BHK Flat in Sector 70A, Gurgaon","2 BHK Flat in Sector 70A, Gurgaon",₹2.65 Cr,"₹18,741 /sqft",2.0,2.0,2 BHK,1414.0,"1,414 sqft",Built-up,,,Ready To Move,,2.0,,,"This premium 2 bhk apartment in aipl the peaceful homes, sector 70a gurgaon, is part of one of the citys most sought-After residential communities. The apartment is well-Designed and offers a spacious and functionalities layout. Bedrooms: 2 Bathrooms: 2 Balconies: 4 (Including a separate utility balcony) View: Front-Facing with beautiful fountain view Special feature: Huge extended balcony Uniq...",AIPL The Peaceful Homes,AIPL The Peaceful Homes,
